Id,PID,MS SubClass,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Foundation,Bsmt Exposure,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,SalePrice,TotalSF,Total_full_bath,Total_half_bath,garage_yrblt_rel,remod_yr_rel,ExterQualCond,BsmtQualCond,GarageQualCond,BasmtFinSF_type1,BasmtFinSF_type2,MS Zoning_0,MS Zoning_1,MS Zoning_2,MS Zoning_3,MS Zoning_4,MS Zoning_5,MS Zoning_6,Neighborhood_0,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,Neighborhood_6,Neighborhood_7,Neighborhood_8,Neighborhood_9,Neighborhood_10,Neighborhood_11,Neighborhood_12,Neighborhood_13,Neighborhood_14,Neighborhood_15,Neighborhood_16,Neighborhood_17,Neighborhood_18,Neighborhood_19,Neighborhood_20,Neighborhood_21,Neighborhood_22,Neighborhood_23,Neighborhood_24,Neighborhood_25,Neighborhood_26,Neighborhood_27,Sale Type_0,Sale Type_1,Sale Type_2,Sale Type_3,Sale Type_4,Sale Type_5,Sale Type_6,Sale Type_7,Sale Type_8,Sale Type_9
2630,535457070,20,7000,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,5,4,1961,Hip,CompShg,BrkFace,BrkFace,None,0.0,CBlock,No,369.0,GasA,3,Y,SBrkr,0,7.047517221357295,3,1,3,8,0,0,Attchd,RFn,1.0,Y,0,0,0,0,162,0,None,None,None,0,7,2006,11.891361900690471,2300.0,1.0,0.0,0.0,0,9,9,9,4686.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1428,906420130,60,11228,Pave,None,IR2,Lvl,4,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,499.0,GasA,5,Y,SBrkr,0,7.648263030901919,3,1,4,8,1,3,Attchd,Unf,3.0,Y,196,187,0,0,0,0,None,None,None,0,12,2008,12.337100907936573,3177.0,2.0,2.0,0.0,0,12,12,9,200.0,3186.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1271,535453020,20,8000,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,PConc,No,292.0,GasA,4,Y,FuseA,0,7.135687347028143,3,1,4,8,0,0,Attchd,RFn,1.0,Y,0,240,0,0,0,0,None,None,None,0,5,2008,11.976659481202367,2512.0,2.0,1.0,0.0,0,9,9,9,1904.0,1464.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2464,528480070,60,10728,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Mn,1095.0,GasA,4,Y,SBrkr,0,7.569927655242653,3,1,4,8,1,4,Attchd,RFn,3.0,Y,192,51,0,0,0,0,None,None,None,0,8,2006,12.491251587763836,3034.0,2.0,1.0,0.0,0,12,12,9,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2653,902204120,50,6000,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,7,1924,Gable,CompShg,MetalSd,MetalSd,BrkFace,145.0,PConc,No,816.0,GasA,5,Y,SBrkr,0,7.356279876550747,5,1,4,8,0,0,Detchd,Unf,2.0,Y,24,0,296,0,0,0,None,MnPrv,None,0,8,2006,11.842229212112827,2382.0,1.0,1.0,1.0,1,12,9,9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505,908225170,190,6931,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,2fmCon,1Story,4,5,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,Av,0.0,GasA,3,N,FuseP,0,6.664409020350408,2,1,3,8,0,0,None,None,0.0,Y,112,0,0,0,0,0,None,None,None,0,5,2008,11.428456308343778,1568.0,2.0,0.0,0.0,0,9,9,0,3920.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2110,906382060,20,8760,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,PConc,No,1453.0,GasA,5,Y,SBrkr,0,7.3132203870903005,3,1,4,8,1,4,Attchd,RFn,2.0,Y,144,38,0,0,0,0,None,None,None,0,6,2007,12.269042749844859,2989.0,2.0,0.0,-1.0,0,12,12,9,216.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2386,528116030,20,16033,Pave,None,IR1,Lvl,4,FR2,Gtl,Norm,Norm,1Fam,1Story,9,5,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,PConc,Gd,572.0,GasA,5,Y,SBrkr,0,7.52294091807237,3,1,4,8,1,4,Attchd,Fin,3.0,Y,519,112,0,0,0,0,None,None,None,0,3,2006,12.694652660348844,3683.0,3.0,0.0,0.0,1,12,15,9,7566.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1086,528235020,60,9024,Pave,None,IR1,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,789.0,GasA,5,Y,SBrkr,0,7.323170717943469,3,1,4,8,1,4,Attchd,Fin,2.0,Y,0,75,0,0,0,0,None,None,None,0,7,2008,12.095141084822894,2304.0,2.0,1.0,0.0,0,12,12,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1574,916380060,20,11563,Pave,None,IR1,HLS,4,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,Stone,258.0,PConc,Gd,482.0,GasA,5,Y,SBrkr,0,7.337587743538597,3,1,4,8,0,0,Attchd,Fin,3.0,Y,0,26,0,0,0,0,None,None,None,0,4,2008,12.591335046320818,3055.0,3.0,0.0,1.0,1,12,15,9,6216.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
406,527451540,160,1680,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,6,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425.0,CBlock,No,79.0,GasA,3,Y,SBrkr,0,6.894670039433483,2,1,3,8,0,0,Detchd,Unf,1.0,Y,0,0,0,0,0,0,None,None,None,0,7,2009,11.482466257485518,1470.0,2.0,1.0,0.0,0,9,9,9,330.0,588.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2757,906382050,60,8760,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Mn,927.0,GasA,5,Y,SBrkr,0,7.581719640125308,3,1,4,8,0,0,Attchd,RFn,3.0,Y,0,90,0,0,0,0,None,None,None,0,8,2006,12.38755635142507,3353.0,2.0,1.0,0.0,0,12,16,9,2784.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2559,534455080,20,9600,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1961,Gable,CompShg,WdShing,Wd Shng,None,0.0,CBlock,Mn,336.0,GasA,3,Y,SBrkr,0,7.267525427828172,3,1,3,7,1,4,Attchd,Unf,2.0,Y,144,0,205,0,0,0,None,None,None,0,6,2006,11.989159643966598,2684.0,2.0,0.0,0.0,1,9,9,9,3660.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1469,907290150,120,4435,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,PConc,Av,162.0,GasA,5,Y,SBrkr,0,6.742880635791902,1,1,4,8,0,0,Attchd,Fin,2.0,Y,140,0,0,0,0,0,None,None,None,0,3,2008,11.824079893607152,1696.0,2.0,0.0,0.0,0,12,12,9,4116.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,527451640,160,1680,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,8,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,CBlock,No,321.0,GasA,4,Y,SBrkr,0,6.894670039433483,2,1,4,8,0,0,Detchd,Unf,1.0,Y,250,0,0,0,0,0,None,None,None,0,5,2009,11.6784399034478,1470.0,1.0,1.0,0.0,1,9,9,9,810.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2300,923252080,20,7599,Pave,None,Reg,Lvl,4,Corner,Gtl,Norm,Norm,1Fam,1Story,4,6,1982,Gable,CompShg,HdBoard,Plywood,None,0.0,CBlock,No,280.0,GasA,3,Y,SBrkr,0,6.739336627357174,2,1,3,8,0,0,Detchd,Unf,2.0,Y,0,0,0,0,0,0,None,None,None,0,6,2007,11.771436160121727,1690.0,2.0,0.0,1.0,1,9,9,9,2825.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
731,903201080,50,7264,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,7,7,1925,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,952.0,GasW,4,N,SBrkr,0,7.344719054149673,3,1,5,8,0,0,Detchd,Unf,2.0,Y,74,0,0,0,144,0,None,None,None,0,10,2009,12.230765258120543,2500.0,2.0,1.0,1.0,1,16,9,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2230,909475070,20,32668,Pave,None,IR1,Lvl,4,CulDSac,Gtl,Norm,Norm,1Fam,1Story,6,3,1957,Hip,CompShg,Wd Sdng,Stone,None,0.0,PConc,No,816.0,GasA,3,Y,SBrkr,0,7.83002808253384,4,2,3,4,2,3,Attchd,RFn,2.0,Y,0,0,200,0,0,0,None,None,None,0,3,2007,12.209187788430318,4550.0,4.0,0.0,1.0,1,12,9,9,3657.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1688,528102120,20,11825,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,PConc,Mn,1694.0,GasA,5,Y,SBrkr,0,7.434847875211999,3,1,4,8,1,4,Attchd,RFn,3.0,Y,0,112,0,0,0,0,None,None,None,0,6,2007,12.683548289614608,3388.0,2.0,0.0,0.0,1,12,15,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
880,907410130,20,10200,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,PConc,Av,100.0,GasA,5,Y,SBrkr,0,7.379008127628304,3,1,4,8,1,4,Attchd,RFn,3.0,Y,0,48,0,0,195,0,None,None,None,0,1,2009,12.588610248994634,3180.0,3.0,0.0,0.0,0,12,12,9,8868.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1074,528186080,120,8849,Pave,None,IR1,Lvl,4,Inside,Gtl,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,PConc,No,1656.0,GasA,5,Y,SBrkr,0,7.428927194802272,2,1,5,8,1,5,Attchd,RFn,2.0,Y,495,72,0,0,0,0,None,None,None,0,7,2008,12.491251587763836,3368.0,2.0,0.0,0.0,0,15,15,9,168.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
771,905103040,60,11184,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,CBlock,No,192.0,GasA,4,Y,SBrkr,0,7.428333194190806,3,1,3,8,1,3,Attchd,RFn,2.0,Y,243,0,0,0,0,0,None,None,None,0,7,2009,12.058152515453553,2601.0,2.0,1.0,0.0,0,9,9,9,452.0,1500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
724,902405100,50,8820,Pave,None,Reg,Lvl,4,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1890,Hip,CompShg,VinylSd,VinylSd,None,0.0,BrkTil,No,0.0,GasA,3,Y,SBrkr,120,7.533158807455562,2,1,3,8,0,0,Detchd,Unf,2.0,Y,48,0,244,0,0,0,None,MnWw,None,0,9,2009,11.73526869611367,2837.0,1.0,0.0,1.0,1,9,9,9,2176.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
730,903201020,30,6615,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1923,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,1022.0,GasA,3,N,FuseA,0,7.266827347520591,3,1,4,8,1,4,BuiltIn,Unf,1.0,Y,266,61,0,0,0,0,None,GdWo,None,0,9,2009,11.911701584927595,2454.0,1.0,0.0,0.0,1,9,9,6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,907414030,20,8773,Pave,None,Reg,Lvl,4,FR2,Gtl,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,PConc,Av,1390.0,GasA,5,Y,SBrkr,0,7.2541778464565185,3,1,4,8,0,0,Attchd,RFn,2.0,Y,132,105,0,0,0,0,None,None,None,0,5,2010,12.130810161029627,2828.0,2.0,0.0,0.0,0,12,12,9,144.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2793,907255010,20,11088,Pave,None,Reg,Lvl,4,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,Stucco,Stucco,None,0.0,PConc,No,476.0,GasA,5,Y,SBrkr,0,7.213768308118643,1,1,4,8,1,3,Attchd,Unf,2.0,Y,68,166,0,0,0,0,None,None,None,0,6,2006,12.3013828253345,2706.0,2.0,1.0,0.0,0,12,12,9,5232.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1789,528439050,20,9158,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,PConc,Av,1496.0,GasA,5,Y,SBrkr,0,7.310550158534423,3,1,4,8,0,0,Attchd,Fin,2.0,Y,168,130,0,0,0,0,None,None,None,0,6,2007,12.323855681186556,2992.0,2.0,0.0,0.0,0,12,12,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1900,534430090,20,8280,Pave,None,IR1,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,CBlock,No,932.0,GasA,5,Y,FuseA,0,6.83733281468559,2,1,4,8,1,4,Attchd,Unf,1.0,Y,0,0,214,0,0,0,None,GdPrv,None,0,11,2007,11.728036844587177,1864.0,1.0,0.0,0.0,0,9,9,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
677,535450160,90,8544,Pave,None,Reg,Lvl,4,Corner,Gtl,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,Slab,None,0.0,Wall,2,N,FuseA,0,6.9469759921354175,2,2,3,8,0,0,Detchd,Unf,2.0,Y,0,0,0,0,0,0,None,None,None,0,6,2009,11.439278924801927,1040.0,2.0,0.0,1.0,0,9,0,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
747,903236040,30,8635,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1925,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,938.0,GasA,3,Y,SBrkr,0,6.977281341630747,2,1,3,8,0,0,Detchd,Unf,5.0,P,0,0,105,0,0,0,None,None,None,0,8,2009,11.747997587149714,2144.0,2.0,0.0,1.0,1,6,9,6,268.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1038,527425035,20,12735,Pave,None,IR1,Lvl,4,FR2,Gtl,Norm,Norm,1Fam,1Story,4,5,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,264.0,GasA,3,Y,SBrkr,0,6.761572768804054,3,1,3,8,0,0,Detchd,Unf,2.0,Y,216,0,0,0,0,0,None,MnWw,None,0,4,2008,11.619535200028489,1728.0,1.0,0.0,1.0,0,9,9,9,2400.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1763,528326060,60,11000,Pave,None,Reg,Lvl,4,FR2,Gtl,Norm,Norm,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,PConc,No,969.0,GasA,5,Y,SBrkr,0,7.734121303328305,4,1,4,8,1,3,BuiltIn,Fin,3.0,Y,0,56,0,0,0,0,None,None,None,0,6,2007,12.421184025147117,3254.0,2.0,1.0,0.0,0,12,12,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1283,535477090,20,7590,Pave,None,Reg,Lvl,4,Inside,Gtl,PosN,Norm,1Fam,1Story,5,5,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,1117.0,GasA,5,Y,SBrkr,0,7.018401799069201,3,1,3,8,0,0,Attchd,Unf,1.0,Y,0,0,0,0,0,0,None,None,None,0,5,2008,11.826786849205313,2234.0,1.0,0.0,0.0,0,9,9,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2803,907290160,120,4435,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,PConc,Av,131.0,GasA,5,Y,SBrkr,0,6.742880635791902,1,1,4,8,0,0,Attchd,Fin,2.0,Y,140,0,0,0,0,0,None,None,None,0,4,2006,11.79810440720389,1696.0,2.0,0.0,0.0,0,12,12,9,4302.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1927,535180030,20,10152,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,CBlock,No,462.0,GasA,3,Y,SBrkr,0,6.954638864880987,3,1,3,8,0,0,Attchd,Unf,1.0,Y,0,20,0,0,192,0,None,None,None,0,6,2007,11.813030057420569,2096.0,2.0,0.0,0.0,0,9,9,9,2344.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1036,527402130,20,10295,Pave,None,Reg,Lvl,4,FR2,Gtl,Norm,Norm,1Fam,1Story,4,6,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,CBlock,Mn,684.0,GasA,3,Y,SBrkr,0,6.841615476477593,2,1,3,8,0,0,Attchd,Unf,1.0,Y,16,0,0,0,0,0,None,None,None,0,9,2008,11.625360894300014,1872.0,1.0,0.0,0.0,0,9,12,9,756.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1237,535151160,20,7763,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,319.0,GasA,3,Y,SBrkr,0,7.1569563646156364,3,1,3,8,0,0,Detchd,Unf,2.0,Y,0,0,0,0,0,0,None,None,None,0,10,2008,11.849397701591439,2214.0,2.0,0.0,1.0,1,12,9,9,1512.0,432.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1375,904101170,50,17120,Pave,None,Reg,Lvl,4,Inside,Gtl,Feedr,Norm,1Fam,1.5Fin,4,4,1959,Gable,CompShg,WdShing,Plywood,None,0.0,CBlock,None,0.0,GasA,3,Y,SBrkr,0,7.370230641807081,4,1,3,6,1,4,Detchd,Fin,2.0,N,0,59,0,0,0,0,None,None,None,0,7,2008,11.808813773969106,1588.0,2.0,0.0,1.0,0,9,0,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1643,527256040,20,13870,Pave,None,IR1,HLS,4,Inside,Gtl,PosA,PosA,1Fam,1Story,10,5,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,250.0,PConc,Gd,590.0,GasA,5,Y,SBrkr,0,7.621684998724611,3,1,5,8,1,4,Attchd,Fin,3.0,Y,240,52,0,0,174,0,None,None,None,0,10,2007,13.028052697933088,3784.0,3.0,0.0,1.0,1,15,15,9,6912.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2453,528365090,60,10120,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,PConc,No,425.0,GasA,5,Y,SBrkr,0,7.834392302910435,4,1,4,8,1,3,Attchd,RFn,3.0,Y,309,78,0,0,0,0,None,None,None,0,12,2006,12.577636201962655,3691.0,3.0,1.0,0.0,0,12,12,9,4440.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2129,907187040,60,10820,Pave,None,IR2,Lvl,4,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Gd,646.0,GasA,5,Y,SBrkr,0,7.535296702444088,3,1,4,8,1,3,Attchd,RFn,2.0,Y,202,123,0,0,0,0,None,None,None,0,3,2007,12.36946619243861,2861.0,2.0,1.0,0.0,0,12,12,9,2052.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
