Id,PID,MS SubClass,MS Zoning,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Foundation,Bsmt Exposure,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,data_origin,TotalSF,Total_full_bath,Total_half_bath,garage_yrblt_rel,remod_yr_rel,ExterQualCond,BsmtQualCond,GarageQualCond,BasmtFinSF_type1,BasmtFinSF_type2
2268,916455050,20,RL,6718,Pave,None,IR1,Lvl,4,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86.0,PConc,Mn,1017.0,GasA,5,Y,SBrkr,0,7.179307969504034,2,1,4,8,0,0,Attchd,Unf,2.0,Y,256,28,0,0,0,0,None,None,None,0,1,2007,WD ,12.103486056755072,train,2579.0,2.0,0.0,0.0,0,12,15,9,1500.0,0.0
816,906230010,90,RL,11855,Pave,None,Reg,Lvl,4,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,PConc,No,348.0,GasA,5,Y,SBrkr,0,7.932721027481948,6,2,3,8,2,3,BuiltIn,Fin,4.0,Y,312,0,0,0,0,0,None,None,None,0,10,2009,WD ,12.504323669331189,train,3955.0,6.0,2.0,0.0,0,9,15,9,4920.0,0.0
1616,527105140,60,RL,12394,Pave,None,IR1,Lvl,4,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Gd,847.0,GasA,5,Y,SBrkr,0,7.457609289715606,3,1,4,8,1,4,BuiltIn,Fin,2.0,Y,100,48,0,0,0,0,None,None,None,0,10,2007,WD ,12.323855681186558,train,2580.0,2.0,1.0,0.0,0,12,12,9,0.0,0.0
2233,910200110,50,RM,7000,Pave,None,Reg,Lvl,4,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,345.0,GasA,4,Y,FuseA,0,7.102499355774649,3,1,4,8,0,0,Detchd,Fin,2.0,Y,0,0,30,0,0,0,None,MnPrv,None,0,5,2007,WD ,11.856515169360305,train,1935.0,1.0,0.0,1.0,1,9,9,9,1875.0,0.0
439,528120030,20,RL,10367,Pave,None,IR1,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284.0,PConc,Mn,724.0,GasA,5,Y,SBrkr,0,7.463363045520021,3,1,5,8,1,4,Attchd,RFn,3.0,Y,168,45,0,0,0,0,None,None,None,0,6,2009,ConLI,12.721885810807203,train,3482.0,3.0,0.0,0.0,0,15,15,9,6090.0,0.0
260,907200280,20,RL,15240,Pave,None,IR1,Lvl,4,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,CBlock,No,140.0,GasA,5,Y,SBrkr,0,6.933423025730715,3,1,3,8,0,0,Attchd,Unf,1.0,Y,316,85,0,0,0,0,None,MnPrv,None,0,6,2010,WD ,11.918390573078392,train,2052.0,2.0,1.0,0.0,1,16,12,9,1188.0,2064.0
2523,533350050,20,RL,50271,Pave,None,IR1,Low,4,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,Gable,WdShngl,WdShing,Wd Shng,None,0.0,CBlock,Gd,32.0,GasA,4,Y,SBrkr,0,7.518607216815252,0,1,4,8,1,4,Attchd,Fin,3.0,Y,857,72,0,0,0,0,None,None,None,0,11,2006,WD ,12.86099861326992,train,3684.0,2.0,1.0,0.0,1,12,15,9,10860.0,0.0
627,535125090,60,RL,13600,Pave,None,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,CBlock,No,314.0,GasA,3,Y,SBrkr,0,7.593877844605118,3,1,3,8,3,2,Attchd,Unf,2.0,Y,0,42,0,0,189,0,None,None,None,0,10,2009,WD ,12.230765258120545,train,2754.0,2.0,1.0,0.0,1,9,9,9,1816.0,0.0
251,906380190,20,RL,6762,Pave,None,Reg,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,24.0,PConc,Av,501.0,GasA,5,Y,SBrkr,0,7.0967213784947605,2,1,4,8,0,0,Attchd,RFn,2.0,Y,105,61,0,0,0,0,None,None,None,0,2,2010,WD ,12.235631447771718,train,2395.0,3.0,0.0,0.0,0,12,12,9,4116.0,0.0
2163,907414060,20,RL,8500,Pave,None,Reg,Lvl,4,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,PConc,Av,1422.0,GasA,5,Y,SBrkr,0,7.259819610363186,3,1,4,8,0,0,Attchd,RFn,2.0,Y,192,60,0,0,0,0,None,None,None,0,11,2007,WD ,12.098487434850236,train,2844.0,2.0,0.0,0.0,0,12,12,9,0.0,0.0
2819,908102330,20,RL,8877,Pave,None,Reg,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,0.0,GasA,3,Y,FuseF,0,7.106606137727303,2,1,3,8,0,0,Detchd,Unf,2.0,Y,0,0,0,0,0,0,None,None,None,0,4,2006,COD,11.532728092266408,train,2056.0,1.0,0.0,0.0,0,9,4,9,1672.0,0.0
1025,527326130,20,RL,15611,Pave,None,IR1,Lvl,4,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,266.0,GasA,3,Y,SBrkr,0,7.026426808699636,3,1,5,8,0,0,Attchd,RFn,2.0,Y,180,0,0,0,0,0,None,None,None,0,3,2008,WD ,12.072541252905651,train,2252.0,2.0,1.0,0.0,0,9,12,9,3835.0,186.0
2592,535327210,20,RL,13300,Pave,None,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,CBlock,No,521.0,GasA,4,Y,SBrkr,0,7.232733136177615,2,1,3,7,0,0,Attchd,Unf,2.0,Y,75,0,0,323,0,0,None,None,Shed,400,6,2006,WD ,11.976659481202368,train,2399.0,2.0,0.0,1.0,1,9,9,9,1482.0,0.0
1491,908103280,20,RL,6500,Pave,None,Reg,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,CBlock,No,94.0,GasA,3,Y,SBrkr,0,7.027314514039777,3,1,3,8,1,1,Detchd,Unf,2.0,Y,0,0,138,0,0,0,None,None,None,0,5,2008,WD ,11.813030057420567,train,2254.0,1.0,2.0,1.0,0,9,15,9,4132.0,0.0
2742,905452140,50,RL,9525,Pave,None,Reg,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,550.0,GasA,4,Y,SBrkr,0,7.5256399750415355,4,1,3,8,0,0,Attchd,Unf,1.0,Y,182,0,0,0,0,0,None,None,None,0,10,2006,WD ,11.82700601127654,train,2849.0,2.0,0.0,0.0,1,9,6,9,1332.0,0.0
2497,532378160,20,RL,6993,Pave,None,Reg,Lvl,4,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,Gable,CompShg,HdBoard,Plywood,None,0.0,CBlock,No,447.0,GasA,3,Y,SBrkr,0,7.119635638017636,3,1,3,8,1,3,Attchd,Unf,1.0,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD ,11.813030057420567,train,2148.0,1.0,0.0,0.0,1,9,9,9,1860.0,0.0
495,528315090,60,RL,9430,Pave,None,Reg,Lvl,4,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,PConc,Mn,89.0,GasA,5,Y,SBrkr,0,7.768533300926033,3,1,4,8,1,4,Attchd,RFn,3.0,Y,0,128,0,0,180,0,None,None,None,0,7,2009,WD ,12.727838209334498,train,3617.0,3.0,1.0,0.0,0,12,12,9,6978.0,0.0
2528,534128210,60,RL,11029,Pave,None,IR1,Lvl,4,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,CBlock,Mn,435.0,GasA,3,Y,SBrkr,0,7.8838232148921525,4,1,4,8,1,4,Attchd,Unf,2.0,Y,0,65,0,0,222,0,None,None,None,0,8,2006,WD ,12.429216196844383,train,3708.0,3.0,1.0,0.0,1,9,9,9,2476.0,0.0
1033,527380240,60,RL,14311,Pave,None,IR1,Lvl,4,FR3,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,5,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,402.0,PConc,No,213.0,GasA,5,Y,SBrkr,0,7.757906208351747,4,1,4,8,1,4,Attchd,RFn,3.0,Y,192,180,218,0,0,0,None,GdPrv,None,0,6,2008,WD ,12.631340380934517,train,3576.0,3.0,1.0,0.0,0,12,12,9,6138.0,0.0
764,904301070,90,RL,10800,Pave,None,Reg,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,Gd,0.0,GasA,3,Y,SBrkr,0,7.090076835776092,3,1,3,8,0,0,None,None,0.0,Y,120,0,0,0,0,0,None,None,None,0,3,2009,WD ,12.095141084822892,train,2400.0,6.0,0.0,0.0,1,12,16,0,7200.0,0.0
1165,533212150,160,FV,3604,Pave,Pave,Reg,Lvl,4,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,689.0,GasA,5,Y,SBrkr,0,7.238496840894365,2,1,4,8,0,0,Detchd,Unf,2.0,Y,0,102,0,0,0,0,None,None,None,0,2,2008,WD ,11.891361900690473,train,2081.0,2.0,0.0,0.0,0,12,12,9,0.0,0.0
2037,903457040,50,RM,10320,Pave,Grvl,Reg,Lvl,4,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1915,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,763.0,GasA,4,Y,SBrkr,0,7.687080155783135,3,1,3,8,1,4,Detchd,Unf,2.0,N,0,0,170,0,0,0,None,None,None,0,5,2007,WD ,11.9891596439666,train,3318.0,1.0,1.0,1.0,1,9,6,9,750.0,0.0
113,534152050,20,RL,10603,Pave,None,IR1,Lvl,4,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,PConc,Mn,410.0,GasA,4,Y,SBrkr,0,7.383989457978509,3,1,4,8,2,3,Attchd,RFn,2.0,Y,168,68,0,0,0,0,None,None,None,0,2,2010,WD ,12.230765258120545,train,3220.0,3.0,0.0,0.0,1,9,9,9,6000.0,0.0
1572,916226030,120,RL,4084,Pave,None,IR1,Lvl,4,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,CBlock,Av,384.0,GasA,4,Y,SBrkr,0,7.313886831633462,2,1,4,8,1,3,Attchd,Fin,2.0,Y,240,0,0,0,0,0,None,None,None,0,7,2008,WD ,12.394624752074764,train,2778.0,3.0,0.0,0.0,0,12,12,9,5358.0,0.0
2052,905101200,20,RL,7943,Pave,None,Reg,Lvl,4,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192.0,CBlock,Mn,126.0,GasA,4,Y,SBrkr,0,6.9363427358340495,3,1,3,8,0,0,Attchd,Unf,1.0,Y,64,0,39,0,0,0,None,None,None,0,4,2007,WD ,11.682668239557323,train,2058.0,2.0,0.0,0.0,0,6,9,9,2709.0,0.0
2702,904101040,80,RL,6930,Pave,None,IR1,Lvl,4,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,CBlock,Av,468.0,GasA,5,Y,FuseF,0,7.20934025660291,3,1,4,6,0,0,BuiltIn,Unf,1.0,Y,168,0,294,0,0,0,None,None,None,0,7,2006,WD ,11.77528972943772,train,2414.0,1.0,1.0,0.0,0,9,9,9,1200.0,882.0
1981,902128160,30,RM,7200,Pave,None,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1940,Gable,CompShg,VinylSd,VinylSd,Stone,279.0,CBlock,No,808.0,GasA,5,Y,SBrkr,0,6.977281341630747,2,1,3,8,2,4,Detchd,Unf,2.0,Y,0,0,0,0,0,0,None,None,None,0,5,2007,WD ,11.77528972943772,train,1880.0,1.0,0.0,0.0,1,9,9,9,0.0,0.0
2335,527214060,60,RL,16052,Pave,None,IR1,Lvl,4,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734.0,PConc,No,644.0,GasA,5,Y,SBrkr,0,7.900266036767701,4,1,5,8,1,4,Attchd,RFn,3.0,Y,250,0,0,0,0,0,None,None,None,0,7,2006,New,13.190022025878143,train,4548.0,3.0,1.0,0.0,0,15,15,9,7236.0,0.0
563,532378180,20,RL,7150,Pave,None,Reg,Lvl,4,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,CBlock,No,182.0,GasA,4,Y,SBrkr,0,6.815639990074331,3,1,3,8,0,0,Attchd,Unf,1.0,Y,0,0,0,0,0,0,None,None,None,0,10,2009,WD ,11.719939634354555,train,1824.0,1.0,1.0,0.0,0,9,9,9,280.0,2360.0
1502,908201110,90,RL,6012,Pave,None,Reg,Lvl,4,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,PConc,None,0.0,GasA,3,N,SBrkr,0,7.049254841255837,2,2,3,8,0,0,None,None,0.0,N,0,0,0,0,0,0,None,None,None,0,6,2008,WD ,11.314474526246391,train,1152.0,2.0,0.0,0.0,0,6,0,0,0.0,0.0
1310,902300260,75,RM,5350,Pave,None,Reg,Lvl,4,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,BrkTil,No,508.0,GasA,5,Y,SBrkr,0,7.27931883541462,3,1,3,8,0,0,Detchd,Unf,1.0,Y,0,192,0,0,0,0,None,MnPrv,None,0,3,2008,WD ,11.790557201568507,train,2074.0,1.0,0.0,1.0,1,9,9,9,464.0,0.0
2598,535376100,30,RL,5400,Pave,None,Reg,Lvl,4,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,1073.0,GasA,5,Y,SBrkr,0,6.9782137426306985,2,1,3,8,0,0,Detchd,Unf,1.0,Y,0,0,112,0,0,0,None,None,None,0,12,2006,WD ,11.594321103174222,train,2146.0,1.0,0.0,1.0,1,9,9,9,0.0,0.0
2715,905107220,20,RL,9535,Pave,None,IR1,Lvl,4,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,450.0,CBlock,No,0.0,GasA,3,Y,SBrkr,0,7.284820912568604,3,1,3,8,1,3,Attchd,Unf,2.0,Y,284,0,0,0,0,0,None,MnPrv,None,0,7,2006,WD ,12.013700752882718,train,2634.0,2.0,1.0,0.0,0,9,9,9,776.0,1964.0
1810,531376060,20,RL,7441,Pave,None,IR1,Lvl,4,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,PConc,No,1461.0,GasA,5,Y,SBrkr,0,7.303843225277705,3,1,4,8,0,0,Attchd,RFn,2.0,Y,0,32,0,0,0,0,None,None,None,0,6,2007,WD ,12.106252310247962,train,2947.0,2.0,0.0,0.0,0,12,12,9,0.0,0.0
778,905200260,80,RL,15400,Pave,None,Reg,Lvl,4,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,5,1961,Hip,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,552.0,GasA,3,Y,SBrkr,259,7.480992162869525,4,1,3,8,1,3,Attchd,Unf,1.0,Y,290,40,0,0,0,0,None,None,None,0,7,2009,WD ,12.013700752882718,train,2067.0,2.0,0.0,0.0,0,9,12,9,0.0,0.0
339,924100050,50,RL,10544,Pave,None,IR1,Lvl,4,Inside,Mod,Mitchel,Norm,Norm,1Fam,1.5Fin,5,5,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,Av,388.0,GasA,3,Y,SBrkr,0,7.2991214627108,5,1,3,8,0,0,Attchd,Fin,1.0,Y,287,0,280,0,0,0,None,None,None,0,4,2010,WD ,11.9891596439666,train,2343.0,2.0,0.0,0.0,0,9,9,9,1904.0,0.0
2460,528445010,20,RL,10936,Pave,None,Reg,Lvl,4,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,PConc,No,1504.0,GasA,5,Y,SBrkr,0,7.315883504509785,3,1,4,8,0,0,Attchd,Fin,2.0,Y,144,0,0,0,0,0,None,None,None,0,9,2006,New,12.201060103706629,train,3008.0,2.0,0.0,0.0,0,12,12,9,0.0,0.0
320,916455170,60,RL,11316,Pave,None,Reg,Lvl,4,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,PConc,No,193.0,GasA,5,Y,SBrkr,0,7.546446273746024,4,1,4,8,1,4,BuiltIn,Fin,2.0,Y,0,40,0,0,0,0,None,None,None,0,2,2010,WD ,12.277928082630602,train,2711.0,3.0,1.0,0.0,1,12,12,9,3744.0,0.0
2461,528456200,20,FV,8640,Pave,None,Reg,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,1254.0,GasA,5,Y,SBrkr,0,7.15305163493748,2,1,4,8,0,0,Attchd,RFn,2.0,Y,0,60,0,0,0,0,None,None,None,0,10,2006,New,12.19904803059321,train,2556.0,2.0,0.0,0.0,0,12,12,9,144.0,0.0
2449,528348010,60,RL,12090,Pave,None,Reg,Lvl,4,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,PConc,No,1141.0,GasA,4,Y,SBrkr,0,7.724446645633537,4,1,4,8,1,3,BuiltIn,Fin,2.0,Y,144,123,0,0,0,0,None,None,None,0,7,2006,WD ,12.460714863903755,train,3404.0,2.0,1.0,0.0,0,12,12,9,0.0,0.0
817,906230020,90,RL,7939,Pave,None,Reg,Lvl,4,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,PConc,No,348.0,GasA,5,Y,SBrkr,0,7.932721027481948,6,2,3,8,2,3,BuiltIn,Fin,4.0,Y,312,0,0,0,0,0,None,None,None,0,10,2009,WD ,12.504323669331189,train,3955.0,6.0,2.0,0.0,0,9,15,9,4920.0,0.0
1096,528290090,60,RL,7750,Pave,None,Reg,Lvl,4,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,707.0,GasA,5,Y,SBrkr,0,7.254177846456518,3,1,4,8,1,4,Attchd,Fin,2.0,Y,100,35,0,0,0,0,None,None,None,0,4,2008,WD ,12.078239274020289,train,2121.0,2.0,1.0,0.0,0,12,12,9,0.0,0.0
1893,534403040,80,RL,9350,Pave,None,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,CBlock,Gd,452.0,GasA,5,Y,SBrkr,0,7.171656822768514,3,1,4,7,0,0,Attchd,RFn,1.0,Y,333,0,0,0,0,0,None,MnPrv,None,0,10,2007,CWD,11.970350312009105,train,2604.0,2.0,1.0,0.0,1,9,12,9,540.0,2900.0
479,528240060,80,RL,7750,Pave,None,Reg,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,55.0,GasA,5,Y,SBrkr,0,7.257707677160043,3,1,4,8,1,3,BuiltIn,Fin,2.0,Y,120,0,0,0,0,0,None,None,None,0,3,2009,WD ,12.123234367221169,train,1827.0,3.0,1.0,0.0,0,12,12,9,2118.0,0.0
1657,527357020,20,RL,13001,Pave,None,IR1,Lvl,4,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,5,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,CBlock,Mn,1012.0,GasA,3,Y,SBrkr,0,7.106606137727303,2,1,3,8,1,3,Attchd,Unf,2.0,Y,0,0,249,0,0,0,None,None,None,0,9,2007,WD ,12.043553716032399,train,2845.0,2.0,1.0,0.0,0,9,9,9,2460.0,484.0
937,909452050,80,RL,13607,Pave,None,IR1,Lvl,4,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,6,6,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,242.0,CBlock,No,118.0,GasA,4,Y,SBrkr,0,7.591861714889934,3,1,3,8,1,3,BuiltIn,Fin,2.0,Y,400,112,0,0,0,0,None,None,Shed,1500,4,2009,WD ,12.245293358683455,train,2554.0,3.0,1.0,0.0,0,12,9,9,2270.0,0.0
879,907290210,120,RM,4435,Pave,None,Reg,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,PConc,Av,163.0,GasA,5,Y,SBrkr,0,6.742880635791903,1,1,4,8,0,0,Attchd,Fin,2.0,Y,140,0,0,0,0,0,None,None,None,0,5,2009,WD ,11.84939770159144,train,1696.0,2.0,0.0,0.0,0,12,12,9,4110.0,0.0
945,911370500,120,RM,3843,Pave,None,IR1,HLS,4,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,PConc,Gd,120.0,GasA,5,Y,SBrkr,0,7.4073177104694174,2,1,5,8,1,4,Attchd,Fin,2.0,Y,162,53,0,153,0,0,None,None,None,0,6,2009,New,12.345834587905333,train,3244.0,3.0,1.0,0.0,1,15,15,9,8856.0,0.0
1010,527183060,120,RL,5950,Pave,None,IR1,HLS,4,Inside,Mod,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,Gd,1018.0,GasA,4,Y,SBrkr,0,7.198183577101943,2,1,4,8,1,3,Attchd,RFn,2.0,Y,0,73,154,0,0,0,None,None,None,0,4,2008,WD ,12.146853285870202,train,2674.0,3.0,0.0,0.0,0,12,12,9,1914.0,0.0
2861,909276070,50,RL,12400,Pave,None,Reg,HLS,4,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,Mn,299.0,GasA,3,Y,SBrkr,0,7.448333860897476,2,1,3,8,1,4,Attchd,Unf,1.0,Y,0,0,0,0,113,0,None,None,None,0,2,2006,WD ,12.175613438045465,train,2618.0,1.0,1.0,0.0,1,9,12,9,2408.0,0.0
1245,535180120,20,RL,10425,Pave,None,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,330.0,GasA,4,Y,SBrkr,0,7.00669522683704,3,1,3,8,0,0,Attchd,RFn,1.0,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD ,11.79810440720389,train,2208.0,2.0,0.0,0.0,1,9,9,9,2322.0,0.0
854,907201220,20,RL,16269,Pave,None,IR1,Lvl,4,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,BrkTil,Av,282.0,GasA,3,Y,SBrkr,0,6.810142450115136,3,1,3,8,0,0,Attchd,Unf,1.0,Y,72,0,0,0,0,0,None,MnPrv,None,0,7,2009,WD ,11.84939770159144,train,1814.0,1.0,0.0,0.0,0,9,12,9,3750.0,0.0
1437,907181120,60,RL,8998,Pave,None,IR1,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,PConc,Mn,255.0,GasA,5,Y,SBrkr,0,7.409741954080923,3,1,4,8,0,0,Attchd,RFn,2.0,Y,0,70,0,0,0,0,None,None,None,0,6,2008,WD ,12.24288661865289,train,2434.0,2.0,1.0,0.0,0,12,12,9,3162.0,0.0
586,534128190,60,RL,10400,Pave,None,Reg,Lvl,4,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,256.0,PConc,No,932.0,GasA,4,Y,SBrkr,0,7.878534196140362,5,1,4,8,1,3,Attchd,RFn,2.0,Y,0,120,0,0,168,0,None,None,None,0,5,2009,WD ,12.456442183097975,train,3572.0,2.0,1.0,0.0,1,9,9,9,0.0,0.0
1947,535375130,50,RL,10134,Pave,None,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,735.0,GasA,4,Y,FuseA,0,6.9411900550683745,2,1,3,8,0,0,Detchd,Unf,1.0,Y,0,39,0,0,0,0,None,None,None,0,7,2007,WD ,11.59910316121128,train,1769.0,1.0,0.0,0.0,1,9,9,9,0.0,0.0
815,906226140,90,RL,7007,Pave,None,Reg,Bnk,4,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,Slab,None,0.0,GasA,3,Y,SBrkr,0,7.321849713788356,4,2,3,8,0,0,Attchd,Unf,2.0,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD ,11.641512152666213,train,1513.0,2.0,0.0,0.0,0,9,0,9,0.0,0.0
